Title;Rank
Izvestiya Wysshikh Uchebnykh Zawedeniy, Yadernaya Energetika;15727
Journal of Applied Security Research;15728
Journal of Information Policy;15729
Journal of medical ultrasonics (2001);15730
Journal of Rangeland Science;15731
Journal of Siberian Federal University - Humanities and Social Sciences;15732
Journal of Sustainable Real Estate;15733
Journal of Vascular Surgery Cases and Innovative Techniques;15734
Military Behavioral Health;15735
Pacific Rim Property Research Journal;15736
Pirineos;15737
Practice;15738
Public Sector Economics;15739
Recent Patents on Nanotechnology;15740
Rehabilitation Oncology;15741
Revista de la Sociedad Geologica de Espana;15742
Revista Espanola de Salud Publica;15743
Revista Mexicana de Ciencias Geologicas;15744
Revue Archeologique de Picardie;15745
Tehnicki Vjesnik;15746
X-Ray Spectrometry;15747
Acta Chromatographica;15748
Acta Mycologica;15749
Acta Ortopedica Brasileira;15750
Advances in Technology Innovation;15751
Anthropozoologica;15752
Applied Mathematics E - Notes;15753
Australasian Journal of Paramedicine;15754
Caryologia;15755
Design Issues;15756
EC Tax Review;15757
Educational Theory;15758
Engineering Journal;15759
Entomological Review;15760
Geological Field Trips and Maps;15761
Indian Economic and Social History Review;15762
International Journal of Business Data Communications and Networking;15763
International Journal of Computer Applications in Technology;15764
International Journal of Reliability and Safety;15765
International Journal of Sociotechnology and Knowledge Development;15766
Iranian Journal of Earth Sciences;15767
Journal of Agrometeorology;15768
Journal of Enabling Technologies;15769
Journal of Green Building;15770
Journal of Histotechnology;15771
Journal of Horticultural Research;15772
Lecture Notes in Computational Science and Engineering;15773
Modern Tunnelling Technology;15774
Natural Product Communications;15775
Neotropical Biodiversity;15776
Netherlands International Law Review;15777
North Carolina Medical Journal;15778
Nucleosides, Nucleotides and Nucleic Acids;15779
Physics of Wave Phenomena;15780
Promet - Traffic - Traffico;15781
Quantum Studies: Mathematics and Foundations;15782
Regional Science Inquiry;15783
Research in Post-Compulsory Education;15784
Review of Central and East European Law;15785
Revista de Teledeteccion;15786
Revista Espanola de Medicina Legal;15787
Revista Mexicana de Investigacion Educativa;15788
Studies in Social Justice;15789
Turkish Journal of Obstetrics and Gynecology;15790
Vestnik Tomskogo Gosudarstvennogo Universiteta, Filologiya;15791
AAPG Memoir;15792
AIJ Journal of Technology and Design;15793
Annals of Economics and Statistics;15794
Baltic Forestry;15795
Breast Disease;15796
Current Optics and Photonics;15797
Instruments;15798
International Journal of Astrobiology;15799
International Journal of Practice-Based Learning in Health and Social Care;15800
International Sports Law Journal;15801
Journal of Information Science and Engineering;15802
Nuklearmedizin - NuclearMedicine;15803
Physical Chemistry Research;15804
Proceedings of the International Conference on Offshore Mechanics and Arctic Engineering - OMAE;15805
Psihologija;15806
Serbian Astronomical Journal;15807
Sport Management Education Journal;15808
Theoretical and Empirical Researches in Urban Management;15809
African Journal of Agricultural and Resource Economics;15810
Agrivita;15811
Arqueologia Iberoamericana;15812
ARYA Atherosclerosis;15813
Civil and Environmental Engineering;15814
Contemporary Management Research;15815
Digest of Technical Papers - IEEE International Conference on Consumer Electronics;15816
Economic Papers;15817
Ethnobotany Research and Applications;15818
Global Discourse;15819
He Jishu/Nuclear Techniques;15820
Iheringia - Serie Zoologia;15821
Immunohematology;15822
International Journal of Business Performance and Supply Chain Modelling;15823
International Journal of Project Organisation and Management;15824
Journal of Agriculture and Rural Development in the Tropics and Subtropics;15825
Journal of Analysis;15826
Journal of Cell Death;15827
Journal of Interlibrary Loan, Document Delivery and Electronic Reserve;15828
Journal of Public Health in Africa;15829
Journal of the American Leather Chemists Association;15830
KOME;15831
Monoclonal Antibodies in Immunodiagnosis and Immunotherapy;15832
Narrative;15833
Organised Sound;15834
Poljoprivreda;15835
Rev Roumaine des Sciences Techniques-Series Electrotechnique et Energetique;15836
Sojourn;15837
Spanish Journal of Soil Science;15838
Sport Science;15839
Studia Geophysica et Geodaetica;15840
Tejuelo;15841
Transactions of the American Entomological Society;15842
Urbani Izziv;15843
Advances in Mental Health and Intellectual Disabilities;15844
BioMedicine (Taiwan;15845
Chemosensory Perception;15846
College Teaching;15847
Croatian Operational Research Review;15848
European Journal of Crime, Criminal Law and Criminal Justice;15849
Experimental and Clinical Transplantation;15850
Gastroenterology Nursing;15851
Geotectonica et Metallogenia;15852
Health Marketing Quarterly;15853
International Journal of Fluid Mechanics Research;15854
International Journal of Integrated Engineering;15855
Iranian Journal of Psychiatry and Behavioral Sciences;15856
Journal of Comparative Family Studies;15857
Journal of Innovation Management;15858
Journal of Siberian Federal University - Mathematics and Physics;15859
Journal of the Korean Academy of Child and Adolescent Psychiatry;15860
Journal of the Palaeontological Society of India;15861
Kyushu Journal of Mathematics;15862
Pflege;15863
Profiles of Drug Substances, Excipients and Related Methodology;15864
Romanian Journal of Information Science and Technology;15865
SPIIRAS Proceedings;15866
Swiss Journal of Psychology;15867
Transplant Research and Risk Management;15868
Agris On-line Papers in Economics and Informatics;15869
Australian Journal of Linguistics;15870
Azerbaijan Journal of Mathematics;15871
Bio-based and Applied Economics;15872
Boletim do Instituto de Pesca;15873
Bulletins et Memoires de la Societe d'Anthropologie de Paris;15874
Candollea;15875
China Quarterly of International Strategic Studies;15876
Clinics in Podiatric Medicine and Surgery;15877
Constructivist Foundations;15878
Current Cardiovascular Imaging Reports;15879
Dianzi Yu Xinxi Xuebao/Journal of Electronics and Information Technology;15880
Evidence-Based Dentistry;15881
Fluctuation and Noise Letters;15882
i-com;15883
Indian Journal of Fibre and Textile Research;15884
Informing Science;15885
Investigations in Mathematics Learning;15886
Jianzhu Cailiao Xuebao/Journal of Building Materials;15887
Journal of Alternative and Community Media;15888
Journal of East-West Business;15889
Journal of Feminist Family Therapy;15890
Logos: Revista de Linguistica, Filosofia y Literatura;15891
Mitochondrial DNA Part B: Resources;15892
Neurological Sciences and Neurophysiology;15893
New Developments in NMR;15894
Papers;15895
Respiratory Medicine and Research;15896
Texto e Contexto Enfermagem;15897
Tropical Animal Science Journal;15898
Tropical Parasitology;15899
Turk Psikiyatri Dergisi;15900
Urban History;15901
Aerospace medicine and human performance;15902
Business Systems Research;15903
Complementary Medicine Research;15904
Compost Science and Utilization;15905
Estudios Geologicos;15906
European Journal of Mass Spectrometry;15907
Farmacia;15908
Health SA Gesondheid;15909
History of Education Quarterly;15910
Humanistic Psychologist;15911
International Journal of Healthcare Information Systems and Informatics;15912
International Review of Economics;15913
Journal of Baltic Studies;15914
Journal of Indian Prosthodontic Society, The;15915
Journal of Liquid Chromatography and Related Technologies;15916
Journal of Medical Ultrasound;15917
Journal of Physical Science;15918
Journal of Religion, Spirituality and Aging;15919
Journal of the History of Biology;15920
Journal of the Society for American Music;15921
Klio;15922
Moral Philosophy and Politics;15923
Nursing Management;15924
Oman Journal of Ophthalmology;15925
Revista Brasileira de Geomorfologia;15926
Revista Colombiana de Psicologia;15927
Revista de Economia e Sociologia Rural;15928
Revista Espanola de Orientacion y Psicopedagogia;15929
Revista Iberoamericana de Diagnostico y Evaluacion Psicologica;15930
South-East European Forestry;15931
Studia Scientiarum Mathematicarum Hungarica;15932
Terra Economicus;15933
Veterinary Research Forum;15934
Acta Biotheoretica;15935
Acta Veterinaria Brno;15936
Ager;15937
American Journal of Case Reports;15938
Anuario Iberoamericano de Justicia Constitucional;15939
Australian Journal of Cancer Nursing;15940
Babel;15941
Biotechnology, Agronomy and Society and Environment;15942
Cryo-Letters;15943
Differencialnie Uravnenia i Protsesy Upravlenia;15944
Ekonomicheskaya Politika;15945
Empiria;15946
Frontiers in Artificial Intelligence and Applications;15947
Genomics Insights;15948
International Journal of Mathematics and Computer Science;15949
International Journal of Philosophical Studies;15950
International Journal of Society, Culture and Language;15951
Iranian Journal of Catalysis;15952
Journal of Apicultural Science;15953
Journal of Chiropractic Medicine;15954
Journal of clinical orthodontics : JCO;15955
Journal of Credit Risk;15956
Journal of Smoking Cessation;15957
Journal of the Lepidopterists' Society;15958
Kang T'ieh/Iron and Steel (Peking);15959
McKinsey Quarterly;15960
Mechanics and Industry;15961
Midcontinental Journal of Archaeology;15962
Nuclear Physics and Atomic Energy;15963
Plasma Medicine;15964
Proceedings of The International Symposium on Multiple-Valued Logic;15965
Qwerty;15966
Reviews in Inorganic Chemistry;15967
Revista do Colegio Brasileiro de Cirurgioes;15968
Southern Medical Journal;15969
Surveys in Mathematics and its Applications;15970
Agriculture and Natural Resources;15971
Arqueologia de la Arquitectura;15972
Asian anthropology;15973
British Journal of Nursing;15974
Canadian Journal of Sociology;15975
Case Reports in Neurology;15976
Computer Research and Modeling;15977
Congress and the Presidency;15978
Critical African Studies;15979
Czechoslovak Mathematical Journal;15980
International Journal of e-Collaboration;15981
International Journal of Engineering, Transactions B: Applications;15982
Investment Analysts Journal;15983
Journal of Energy and Development;15984
Journal of Hohai University;15985
Journal of Microwaves, Optoelectronics and Electromagnetic Applications;15986
Journal of Optimization in Industrial Engineering;15987
Journal of the Canadian Society of Forensic Science;15988
Jurnal Tribologi;15989
Liquid Crystals Today;15990
Mathematical Modeling and Computing;15991
Mechanics of Solids;15992
Monte Carlo Methods and Applications;15993
Natural Areas Journal;15994
Natural Resources Journal;15995
Network: Computation in Neural Systems;15996
Philosophical Studies in Science and Religion;15997
Philosophy and Rhetoric;15998
Planning Malaysia;15999
Pomorstvo;16000
Revista Espanola de Sociologia;16001
Russian Journal of Economics;16002
Sains Malaysiana;16003
Semiconductors;16004
Social Science History;16005
Acta Medica Portuguesa;16006
ADMET and DMPK;16007
American Biology Teacher;16008
Archivos de Bronconeumologia;16009
B.E. Journal of Macroeconomics;16010
Boyhood Studies;16011
Business Information Review;16012
Ciencia Rural;16013
Cirugia Espanola;16014
College English;16015
Comparative Economic Research;16016
Environmental Quality Management;16017
Geografie-Sbornik CGS;16018
Global Business and Organizational Excellence;16019
International Journal of Ad Hoc and Ubiquitous Computing;16020
International Journal of Information and Education Technology;16021
International Journal of Mobile Human Computer Interaction;16022
International Journal of Optics;16023
International Journal of Refugee Law;16024
Investigaciones de Historia Economica;16025
Iranian Journal of Dermatology;16026
Jordan Journal of Civil Engineering;16027
Journal of College Reading and Learning;16028
Journal of College Student Psychotherapy;16029
Journal of Energy in Southern Africa;16030
Journal of Forensic Identification;16031
Journal of Forest Science;16032
Journal of Health Research;16033
Journal of Nano Research;16034
Journal of Occupational Therapy, Schools, and Early Intervention;16035
Molekul;16036
New Zealand Journal of Educational Studies;16037
Nutrition Today;16038
Physical Culture and Sport, Studies and Research;16039
Quasigroups and Related Systems;16040
Revista Internacional de Sociologia;16041
Russia in Global Affairs;16042
Schmerz;16043
Serials Review;16044
SHILAP Revista de lepidopterologia;16045
Turkish Journal of Zoology;16046
USDA Forest Service - General Technical Report RMRS-GTR;16047
Western North American Naturalist;16048
Zeitschrift fur Entwicklungspsychologie und Padagogische Psychologie;16049
Acta Crystallographica Section E: Crystallographic Communications;16050
Acta Polytechnica;16051
Administrative Law Review;16052
Australian Journal of Crop Science;16053
Australian Journal of Maritime and Ocean Affairs;16054
Biblica et Patristica Thoruniensia;16055
Bonn Zoological Bulletin;16056
Comprehensive Child and Adolescent Nursing;16057
Drug Discoveries and Therapeutics;16058
Drugs and Alcohol Today;16059
Game Studies;16060
Hemoglobin;16061
Human Studies;16062
Iberoamericana - Nordic Journal of Latin American and Caribbean Studies;16063
Inorganic Materials;16064
International Journal of Applied Decision Sciences;16065
International Journal of Human Rights in Healthcare;16066
International Journal of Sport Management and Marketing;16067
Journal of Avian Medicine and Surgery;16068
Journal of Banking Regulation;16069
Journal of Communications Software and Systems;16070
Journal of Nanostructures;16071
Journal of the International Association for Shell and Spatial Structures;16072
Journal of the Japan Petroleum Institute;16073
Lex Localis;16074
Proceedings of the IEEE International Conference on Micro Electro Mechanical Systems (MEMS);16075
Respirology Case Reports;16076
Revista Brasileira de Gestao de Negocios;16077
REVUE ROUMAINE DE MATHEMATIQUES PURES ET APPLIQUEES;16078
Russian Journal of Communication;16079
Russian Journal of Non-Ferrous Metals;16080
Soil and Environment;16081
Water Management;16082
Acta Pedologica Sinica;16083
Acta Physica Polonica B;16084
Advances in Systems Science and Applications;16085
African Journal of Science, Technology, Innovation and Development;16086
American Historical Review;16087
Case Reports in Endocrinology;16088
Clinical Laboratory;16089
Coke and Chemistry;16090
Contemporary European History;16091
Distinktion;16092
EURO Journal on Decision Processes;16093
Folia Oecologica;16094
Geograficky Casopis;16095
Geriatric Orthopaedic Surgery and Rehabilitation;16096
IEEE Annals of the History of Computing;16097
International Journal of Electronic Marketing and Retailing;16098
International Journal of Emerging Electric Power Systems;16099
International Journal of Grid and High Performance Computing;16100
International Journal of Mobile Computing and Multimedia Communications;16101
International Journal of Networked and Distributed Computing;16102
International Journal of Value Chain Management;16103
International Studies in Catholic Education;16104
Journal of Allied Health;16105
Journal of Emergency Management;16106
Journal of Family Psychotherapy;16107
Journal of Geometric Mechanics;16108
Journal of Historical Research in Marketing;16109
Journal of Human Rights and the Environment;16110
Journal of Lesbian Studies;16111
Journal of Neutron Research;16112
Journal of Photopolymer Science and Technology;16113
Journal of Private Enterprise;16114
Journal of Swine Health and Production;16115
MEDICC Review;16116
Nucleus (India);16117
Outlooks on Pest Management;16118
Pollack Periodica;16119
Progres en Urologie;16120
Qiche Gongcheng/Automotive Engineering;16121
RAE Revista de Administracao de Empresas;16122
Revista Brasileira de Anestesiologia;16123
Scientific and Technical Information Processing;16124
SPR Nanoscience;16125
Traditiones;16126
Transactions of A. Razmadze Mathematical Institute;16127
Vestnik Archeologii, Antropologii i Etnografii;16128
Woman in Russian Society;16129
Xi'an Shiyou Daxue Xuebao (Ziran Kexue Ban)/Journal of Xi'an Shiyou University, Natural Sciences Edition;16130
Yugoslav Journal of Operations Research;16131
Advances in Computational Design;16132
Arktika: Ekologia i Ekonomika;16133
Atti della Societa Toscana di Scienze Naturali, Memorie Serie B;16134
Baltic Region;16135
Check List;16136
Comunicacion y Sociedad (Mexico);16137
Current Treatment Options in Allergy;16138
Hitotsubashi Journal of Economics;16139
Integers;16140
International Journal of Learning and Intellectual Capital;16141
International Journal of Social Ecology and Sustainable Development;16142
Iranian Journal of Otorhinolaryngology;16143
Journal of Advanced Mechanical Design, Systems and Manufacturing;16144
Journal of Analytical Chemistry;16145
Journal of Environmental Accounting and Management;16146
Journal of Food and Nutrition Research;16147
Journal of Imperial and Commonwealth History;16148
Journal of Psychologists and Counsellors in Schools;16149
Journal of Wealth Management;16150
Norwegian Journal of Entomology;16151
Open Cardiovascular Medicine Journal;16152
Polar Record;16153
Polish Journal of Pathology;16154
Russian Journal of Ecology;16155
Science and Sports;16156
Turkish Thoracic Journal;16157
Wounds;16158
Zhendong Gongcheng Xuebao/Journal of Vibration Engineering;16159
Applied Mathematics and Information Sciences;16160
Bulletin of Geography, Physical Geography Series;16161
Chebyshevskii Sbornik;16162
Creativity;16163
Critical Reviews in Biomedical Engineering;16164
Current Computer-Aided Drug Design;16165
Dissolution Technologies;16166
Eastern Economic Journal;16167
Economic and Social Review;16168
Educational Process: International Journal;16169
Forschung im Ingenieurwesen/Engineering Research;16170
Gosudarstvo, Religiia, Tserkov' v Rossii i za Rubezhom/State, Religion and Church in Russia and Worldwide;16171
Hangkong Dongli Xuebao/Journal of Aerospace Power;16172
Indian Journal of Agricultural Research;16173
Indian Journal of Pure and Applied Mathematics;16174
International Geoscience and Remote Sensing Symposium (IGARSS);16175
International journal of nursing knowledge;16176
International Journal of Unconventional Computing;16177
International Review of Mechanical Engineering;16178
Journal of American Folklore;16179
Journal of Applied Logics;16180
Journal of Culinary Science and Technology;16181
Journal of Regional and City Planning;16182
Language Dynamics and Change;16183
Leukemia Research Reports;16184
Magnetohydrodynamics;16185
Mnemosyne;16186
Natural Product Sciences;16187
New Zealand Journal of Botany;16188
Pharmacognosy Journal;16189
Proceedings of the European Conference on Synthetic Aperture Radar, EUSAR;16190
Progress In Electromagnetics Research Letters;16191
Progress In Electromagnetics Research M;16192
Revista de Geografia Norte Grande;16193
Revista Espanola de Anestesiologia y Reanimacion;16194
Revista Espanola de Medicina Nuclear e Imagen Molecular;16195
Revista Peruana de Medicina de Experimental y Salud Publica;16196
Slovenian Veterinary Research;16197
Studies in Economics and Finance;16198
Theoretical and Experimental Chemistry;16199
Wildfowl;16200
AACL Bioflux;16201
Anesthesiology Research and Practice;16202
Chinese Journal of Plant Ecology;16203
Computing in Cardiology;16204
Constructions and Frames;16205
Emergency medicine practice;16206
Hanneng Cailiao/Chinese Journal of Energetic Materials;16207
Inner Asia;16208
Interchange;16209
Interdisciplinary Science Reviews;16210
Iraqi Geological Journal;16211
Journal of International Commerce, Economics and Policy;16212
Journal of Progressive Human Services;16213
Journal of The American Institute for Conservation;16214
Journal of The Institution of Engineers (India): Series D;16215
Juvenile and Family Court Journal;16216
Notices of the American Mathematical Society;16217
Open Access Macedonian Journal of Medical Sciences;16218
Studies in Big Data;16219
Teruleti Statisztika;16220
Theoria (Stockholm);16221
World Scientific Handbook in Financial Economics Series;16222
Zhonghua yu fang yi xue za zhi [Chinese journal of preventive medicine];16223
Acta Botanica Mexicana;16224
African Journal of Infectious Diseases;16225
Aloma;16226
Archives of Civil Engineering;16227
British Journal of Middle Eastern Studies;16228
Chinese Journal of Rice Science;16229
Ciudad y Territorio Estudios Territoriales;16230
Dandao Xuebao/Journal of Ballistics;16231
Drilling Fluid and Completion Fluid;16232
Engineering Letters;16233
European Journal of Oncology Pharmacy;16234
International Journal of Arabic-English Studies;16235
Izquierdas;16236
Journal of Computational and Theoretical Transport;16237
Journal of Herbs, Spices and Medicinal Plants;16238
Journal of Medical Devices, Transactions of the ASME;16239
Journal of the Serbian Society for Computational Mechanics;16240
Journal of Tourism History;16241
Linguistic and Philosophical Investigations;16242
Modern History of Russia;16243
Obere Extremitat;16244
Oceanological and Hydrobiological Studies;16245
Physical Activity Review;16246
Publishing Research Quarterly;16247
Review of Economics;16248
Roczniki Panstwowego Zakladu Higieny;16249
Russian Language Studies;16250
Scandinavian Journal of Work and Organizational Psychology;16251
Sociologus;16252
Soldering and Surface Mount Technology;16253
South African Journal of Chemistry;16254
Turkish Journal of Anaesthesiology and Reanimation;16255
Applied Biochemistry and Microbiology;16256
Archaeologia Historica;16257
Archaeological Reports;16258
Archives of Disease in Childhood: Education and Practice Edition;16259
Arheoloski Vestnik;16260
Asian-Pacific Economic Literature;16261
Boletin de Filologia;16262
Case Reports in Nephrology and Dialysis;16263
COMPEL - The International Journal for Computation and Mathematics in Electrical and Electronic Engineering;16264
Computational and Mathematical Methods;16265
European Journal of Environmental Sciences;16266
Geomorphologie. Relief, Processus, Environnement;16267
Gifted and Talented International;16268
International Journal of Culture and Mental Health;16269
International Journal of Environment and Waste Management;16270
International Journal of Information Systems in the Service Sector;16271
International Journal of Modern Manufacturing Technologies;16272
International Journal of Self-Propagating High-Temperature Synthesis;16273
International Journal of Vehicle Autonomous Systems;16274
Irish Political Studies;16275
Journal of Children's Services;16276
Journal of Contemporary Mathematical Analysis;16277
Journal of Interprofessional Education and Practice;16278
Journal of Web Engineering;16279
Law, Probability and Risk;16280
Materials Performance and Characterization;16281
Nanomedicine Research Journal;16282
Open Civil Engineering Journal;16283
Proceedings of the Estonian Academy of Sciences;16284
PSL Quarterly Review;16285
Review of Accounting and Finance;16286
Revista Brasileira de Cineantropometria e Desempenho Humano;16287
Vestnik Sankt-Peterburgskogo Universiteta, Yazyk i Literatura;16288
Visual Anthropology;16289
Visual Studies;16290
Western Birds;16291
Advances in Pharmacological and Pharmaceutical Sciences;16292
Baozha Yu Chongji/Expolosion and Shock Waves;16293
Beni-Suef University Journal of Basic and Applied Sciences;16294
Body, Space and Technology;16295
Bulletin of the Korean Chemical Society;16296
Chemical Engineering Transactions;16297
Citizenship Teaching and Learning;16298
Current Research in Nutrition and Food Science;16299
Dusunen Adam;16300
Economic Affairs;16301
EJVES Vascular Forum;16302
Engineering Journal;16303
Geologos;16304
Geophysica;16305
Graellsia;16306
Herba Polonica;16307
Heron;16308
International Journal of Health Governance;16309
International Journal of Philosophy and Theology;16310
International Journal of Technology Marketing;16311
International Journal of Web Information Systems;16312
International Journal of Women's Health and Reproduction Sciences;16313
Journal Francais d'Ophtalmologie;16314
Journal of Engineering Research;16315
Journal of Intellectual Property Law and Practice;16316
Library Leadership and Management;16317
Medical Letter on Drugs and Therapeutics;16318
Michigan Law Review;16319
Nuclear Physics News;16320
Open Library of Humanities;16321
Papers in Applied Geography;16322
Physical and Occupational Therapy in Geriatrics;16323
"Poverty &amp; Public Policy";16324
Quaestio Rossica;16325
Recherche et Applications en Marketing;16326
Surface Review and Letters;16327
Transport and Telecommunication;16328
Tropical Grasslands - Forrajes Tropicales;16329
Twentieth-Century Music;16330
Voprosy Jazykoznanija;16331
African Invertebrates;16332
Anthropology and Aging;16333
Archives of Materials Science and Engineering;16334
Australian Universities Review;16335
Canadian Journal of Chemistry;16336
Der Anaesthesist;16337
Geomechanik und Tunnelbau;16338
Hospital Pharmacy;16339
International Journal of Comparative Labour Law and Industrial Relations;16340
International Journal of Computer Mathematics: Computer Systems Theory;16341
International Journal of Security and Networks;16342
International Organizations Law Review;16343
Journal of Chemical Technology and Metallurgy;16344
Journal of Population Research;16345
Journal of Traditional Chinese Medicine;16346
Kartographische Nachrichten;16347
Macroheterocycles;16348
Open Physics;16349
Revista Brasileirade Ciencias Agrarias;16350
RSC Green Chemistry;16351
SEPM Special Publications;16352
Shuili Fadian Xuebao/Journal of Hydroelectric Engineering;16353
Transnational Legal Theory;16354
Zeitschrift fur Gastroenterologie;16355
Acta Ecologica Sinica;16356
Annales Medico-Psychologiques;16357
Arboriculture and Urban Forestry;16358
ARPN Journal of Engineering and Applied Sciences;16359
Asian Journal of International Law;16360
Australian Economic Review;16361
Comprehensive Analytical Chemistry;16362
Current Radiology Reports;16363
Economic Computation and Economic Cybernetics Studies and Research;16364
Educacion Matematica;16365
Etnografia;16366
Guangdian Gongcheng/Opto-Electronic Engineering;16367
History in Africa;16368
History of Economic Ideas;16369
IAFOR Journal of Education;16370
IECON Proceedings (Industrial Electronics Conference);16371
Indian Journal of Radiology and Imaging;16372
Indian Phytopathology;16373
Insight: Non-Destructive Testing and Condition Monitoring;16374
International Journal of Design and Nature and Ecodynamics;16375
International Journal of Global Warming;16376
International Journal of Law and Management;16377
International Journal of Quantum Information;16378
International Journal of Services, Economics and Management;16379
Investigacion Operacional;16380
Iranian Journal of Obstetrics, Gynecology and Infertility;16381
Journal of Binocular Vision and Ocular Motility;16382
Journal of Medical Humanities;16383
Journal of Sport for Development;16384
Journal of the Indian Academy of Wood Science;16385
Journal of the Polynesian Society;16386
Kobe Journal of Medical Sciences;16387
Legal Studies;16388
Muqarnas;16389
Nefrologia;16390
Philologia Classica;16391
Physical Therapy Reviews;16392
PNA;16393
Psychology and Developing Societies;16394
Scientia Agropecuaria;16395
South African Family Practice;16396
Thesis Eleven;16397
Acta Medica Okayama;16398
Acta Veterinaria;16399
Advances in Respiratory Medicine;16400
Arctoa;16401
Arxius de Miscellania Zoologica;16402
Asian Security;16403
Business Informatics;16404
Control Engineering and Applied Informatics;16405
Development;16406
Dongli Gongcheng Xuebao/Journal of Chinese Society of Power Engineering;16407
Foods and Raw Materials;16408
French Politics;16409
Frequenz;16410
Hongwai yu Jiguang Gongcheng/Infrared and Laser Engineering;16411
International Journal of Acoustics and Vibrations;16412
International Journal on Advanced Science, Engineering and Information Technology;16413
Journal of Business and Finance Librarianship;16414
Journal of E-Learning and Knowledge Society;16415
Journal of the Faculty of Engineering and Architecture of Gazi University;16416
Journal of the Professional Association for Cactus Development;16417
Journal on Efficiency and Responsibility in Education and Science;16418
Mathematics and Visualization;16419
Medicine, Conflict and Survival;16420
Micro and Nano Letters;16421
OBETS;16422
Preservation, Digital Technology and Culture;16423
Proceedings of the Institution of Mechanical Engineers, Part P: Journal of Sports Engineering and Technology;16424
Revista de Investigacoes Constitucionais;16425
South African Journal of Plant and Soil;16426
Techniques in Hand and Upper Extremity Surgery;16427
Tobacco Prevention and Cessation;16428
Administration;16429
Australian Zoologist;16430
Bulgarian Journal of Agricultural Science;16431
Canadian Studies in Population;16432
Conference Record of the IEEE Photovoltaic Specialists Conference;16433
Critical Review;16434
Field Actions Science Report;16435
Genetics Research International;16436
Holocaust Studies;16437
Hunter Gatherer Research;16438
IFIP Advances in Information and Communication Technology;16439
International Journal of Health Promotion and Education;16440
International Journal of Innovation in Science and Mathematics Education;16441
International Journal of Odonatology;16442
Journal of Operation and Automation in Power Engineering;16443
Journal of Social Work Practice in the Addictions;16444
Maastricht Journal of European and Comparative Law;16445
Millennial Asia;16446
MRS Advances;16447
Nephrologie et Therapeutique;16448
Nursing Economics;16449
Oecologia Australis;16450
Proceedings of the Romanian Academy Series A - Mathematics Physics Technical Sciences Information Science;16451
Quaternary and Environmental Geosciences;16452
Russian Journal of Biomechanics;16453
Sociedade e Estado;16454
Southern African Linguistics and Applied Language Studies;16455
Strength of Materials;16456
Acta Geoscientica Sinica;16457
AILA Review;16458
Asian Perspectives;16459
Body, Movement and Dance in Psychotherapy;16460
Botanical Sciences;16461
Bulletin of the Chemical Society of Ethiopia;16462
Catalysis;16463
Contemporary Pragmatism;16464
Convergencia;16465
Defence Studies;16466
Der Unfallchirurg;16467
Egyptian Journal of Anaesthesia;16468
Filosofskii Zhurnal;16469
Fragmenta Entomologica;16470
Geodeziya i Kartografiya;16471
Geologiya i Geofizika Yuga Rossii;16472
Gospodarka Surowcami Mineralnymi / Mineral Resources Management;16473
International Journal of Automotive Engineering;16474
International Journal of Engineering Research in Africa;16475
International Journal of Environment and Sustainable Development;16476
IOP Conference Series: Materials Science and Engineering;16477
Journal of Marine Science and Technology;16478
Journal of Mediterranean Earth Sciences;16479
Journal of Mental Health Training, Education and Practice;16480
Mechatronic Systems and Control;16481
Molluscan Research;16482
Open Life Sciences;16483
Phytopathogenic Mollicutes;16484
Psicologia Sociale;16485
Russian Journal of Forest Science;16486
Transactions on Maritime Science;16487
World Journal on Educational Technology: Current Issues;16488
Acta Mechanica et Automatica;16489
African Evaluation Journal;16490
African Studies;16491
Case Studies in the Environment;16492
EPJ Photovoltaics;16493
European Journal of Cancer, Supplement;16494
Frontiers in Clinical Drug Research - Alzheimer Disorders;16495
Global and Stochastic Analysis;16496
Global Change, Peace and Security;16497
IEICE Transactions on Communications;16498
International Journal of Information Systems and Supply Chain Management;16499
International Journal of Language Testing;16500
International Journal of Surgery Protocols;16501
International Medical Case Reports Journal;16502
Journal of Church and State;16503
Journal of Disability and Religion;16504
Journal of Global Ethics;16505
Journal of Information and Communication Convergence Engineering;16506
Journal of Military Ethics;16507
Journal of the Korean Society of Surveying Geodesy Photogrammetry and Cartography;16508
Language Value;16509
Mediterranean Journal of Nutrition and Metabolism;16510
Metaphor and the Social World;16511
Movimento;16512
New Political Science;16513
Phuket Marine Biological Center Research Bulletin;16514
Psychodynamic Practice;16515
Review of Communication;16516
Revista Brasileira de Meteorologia;16517
Revista Mexicana de Fisica;16518
Surgical technology international;16519
Trends and Issues in Crime and Criminal Justice;16520
Acta crystallographica. Section C, Structural chemistry;16521
Agricultural and Food Science;16522
Biointerface Research in Applied Chemistry;16523
Chinese Journal of Eco-Agriculture;16524
Contemporary Psychoanalysis;16525
Educacao and Realidade;16526
English in Australia;16527
Ethnomusicology;16528
European History Quarterly;16529
Family Matters;16530
Floresta;16531
Fluoride - Quarterly Reports;16532
Forest Products Journal;16533
Horticultural Science and Technology;16534
Inteligencia Artificial;16535
International Journal of Applied Cryptography;16536
International Journal of the Inclusive Museum;16537
Journal for Peace and Nuclear Disarmament;16538
Journal of African Languages and Linguistics;16539
Journal of Media Literacy Education;16540
Journal of South Asian Development;16541
Journal of Tekirdag Agricultural Faculty;16542
Journal of Theoretical and Applied Mechanics;16543
Journal of World Literature;16544
